nada,caption,rating,caption_cleaned
7457,"Poco personal en caja, no atienden después de las 11:30. Si vas, prepárate para esperar 30 minutos a que te atiendan",1.0,personal caj atiend despues 1130 si vas preparat esper 30 minut atiend
7458,"Pues tengo mala experiencia con esta oficina, mi madre ingreso en efectivo el 14 de febrero en el cajero de esta Oficina y por un fallo técnico del cajero rompió un billete y se quedó pillado la máquina. Se puso incidencia en ese momento y hoy martes 18 de febrero llamo a la Oficina para saber respuesta ya que en mi cuenta aún no tengo el dinero y solo te dicen que es automático y que tarda unos días, que no es inmediato como pensamos en plan borde y sin respeto. Me parece lamentable que se tenga este tipo de trato a un cliente de BBVA y más que por un fallo de BBVA yo este sin dinero en mi cuenta casi 5 días.",1.0,pues mal experient oficin madr ingres efect 14 febrer cajer oficin fall tecnic cajer romp billet qued pill maquin pus incident moment hoy mart 18 febrer llam oficin sab respuest cuent aun diner sol dic automat tard dias inmediat pens plan bord respet parec lament tip trat client bbva fall bbva diner cuent casi 5 dias
7459,"Buenos días justo ahora Acabo de salir del banco BBVA de la ortega y Gasset al parecer la chica que me atendió no quería trabajar hoy porque ni los buenos días Me ofreció, fui a que me ayudarán a configurar mi smar pay me dice que a pesar de ser una sucursal del Banco no  me.puede ayudar que llame a comercio pero claro búscate tu misma el numero y porque yo no puedo hacer nada por ti ,luego  mirando su ordenador y no pregunto si quería algo más o simplemente un hasta luego,la mire un rato pensando que buscaba algo para darme pero nada de nada .asi que solo me fui .mal educada poco servicial una persona asi no deberia estar a cara del público.",1.0,buen dias just ahor acab sal banc bbva orteg gasset parec chic atend quer trabaj hoy buen dias ofrec ayud configur smar pay dic pes ser sucursal banc pued ayud llam comerci clar buscat mism numer pued hac lueg mir orden pregunt si quer simplement lueg mir rat pens busc darm asi sol mal educ servicial person asi deberi car public
7460,Muy malo servicio,1.0,mal servici
7461,En 20 años de cliente con la entidad jamas me han tratado tan mal como en esta sucursal.  Definitivamente me cambio de entidad.,1.0,20 años client entid jam trat tan mal sucursal definit cambi entid
7462,Es una oficina de banco tamaño mediano.  Aunque me parece que es cultura en todos los bancos españoles que los empleados se socialicen más de lo normal con la clientela. Aquí no es tan lento como el Santander de esta área por lo menos los bancos de espera son cómodos ...supongo que la población envejeciente necesita compañía y viene a los bancos a matar su tiempo y el de los demás.,3.0,oficin banc tamañ median aunqu parec cultur banc español emple socialic normal clientel aqu tan lent santand are men banc esper comod supong poblacion envejecient necesit compañ vien banc mat tiemp demas
7463,Siempre me atienden genial y son ágiles con las gestiones. Lo más importante de todo es que no intentan venderte de todo en cualquier visita (que aprenda Santander...),5.0,siempr atiend genial agil gestion import intent vendert cualqui visit aprend santand
7465,La máquina de turno es un desastre la atención es fatal y perdida de tiempo,1.0,maquin turn desastr atencion fatal perd tiemp
7466,Han puesto maquina para turno Aunque el operario esté libre ahora debes esperar a que el pulse Lo que antes eran 5 minutos Ahora son 15.Y trato bastante seco Mejor acudir a otra sucursal,1.0,puest maquin turn aunqu operari libr ahor deb esper puls 5 minut ahor 15 trat bastant sec mejor acud sucursal
7467,"Undoubtedly Spain's best bank, especially for foreigners. Fast, friendly and efficient service offering a variety of products to suit anyone's needs. You always find an ATM near you where you can do practically everything from withdrawals to deposits to transfers and the like. The bank has the best mobile banking app, and most of all, the English version of the app is perfect.",5.0,undoubtedly spains best bank especially for foreigners fast friendly and efficient servic offering variety of products to suit anyon needs you always find an atm near you wher you can do practically everything from withdrawals to deposits to transfers and the lik the bank the best mobil banking app and most of all the english version of the app is perfect
7468,"Son desagradables y bordes a más no poder. Tratan a los clientes como si fueran la beneficencia. Se están aprovechando de que el Banco de España, siguiendo las consignas de este Gobierno, protege todas las tropelías de las entidades bancarias. En esta sucursal sobran empleados. En lugar de estar sentados delante del ordenador, con aires de perdonavidas, tendrían que estar en el paro. Estoy considerando cerrar mi cuenta y llevar mi dinero a otro banco donde, por lo menos, traten al cliente con educación.",1.0,desagrad bord pod trat client si beneficent aprovech banc españ sigu consign gobiern proteg tod tropel entidad bancari sucursal sobr emple lug sent delant orden air perdonav par consider cerr cuent llev diner banc men trat client educ
7469,"Después de las gestiones realizadas en vuestra oficina nº 4058, quiero agradeceros de nuevo el trato recibido y el alto grado de responsabilidad y profesionalidad  para tratar mis asuntos bancarios. Además, gracias por la cordialidad y amabilidad que me demostrasteis. Pilar.",5.0,despues gestion realiz oficin nº 4058 quier agradecer nuev trat recib alto grad respons profesional trat asunt bancari ademas graci cordial amabil demostr pil
7470,"Veo malos comentarios sobre esta oficina. No son la alegría de la huerta pero el trato es correcto, atento y eficiente si lo comparamos pon los desaboridos desganados de San Francisco de sales. Trataré todos mis trámites en esta oficina como hacíamos hace muchos años. Si hay algún problema que me envíen al ""desganadero"" de San Francisco de sales cerraré lab dos cuenta que tengo en BBVA",3.0,veo mal comentari oficin alegr huert trat correct atent eficient si compar pon desabor desgan san francisc sal trat tramit oficin hac hac años si algun problem envi desganader san francisc sal cerr lab dos cuent bbva
7471,"Estaba en el proceso de considerar entidad para abrir una cuenta (corriente o de otro tipo). Se me ocurrió mencionar la cuenta on-line. Recibí un trato seco y desagradable y se me quitaron de encima inmediatamente remitiéndome al portal, transmitiéndole la sensación de que les estaba haciendo perder su precioso tiempo. Vivo al lado, pero buscaré otra entidad (y estaba abierto a todas las posibilidades). Una forma estúpida de eliminar un posible cliente. Les deben sobrar, felicidades.",2.0,proces consider entid abrir cuent corrient tip ocurr mencion cuent onlin recib trat sec desagrad quit encim inmediat remit portal transmit sensacion hac perd precios tiemp viv lad busc entid abiert tod posibil form estup elimin posibl client deb sobr felic
7472,No pudieron resolver problemas de mi cuenta bloqueada. Muy poco eficientes.,1.0,pud resolv problem cuent bloqu eficient
7473,"Lamentable, abren la caja hasta las 11:30",1.0,lament abren caj 1130
7477,"He ido a pedir información sobre como gestionar un Plan de Pensiones que he recibido como herencia. Primero me han dicho que tenía que hacerlo en la sucursal donde fue contratado. Cuando les he indicado que la información que dan en su web es que la gestión se puede hacer en cualquier sucursal, me indican que al estar de baja el Diretor y el Apoderado, ninguno de los 4 trabajadores que estaban presentes podían tan siquiera informarme sobre las gestiones. Cuál ha sido mi sopresa cuando 10 minutos después en la Sucursal del BBVA de la Calle Orense 17, me han ayudado y resuelto todas mis dudas. No es la sucursal donde se gestionó el Plan de Pensiones ni me ha atendido el Director ni el Apoderado. La diferencia es las ganas de trabajar que tienen unos trabajadores respecto a otros. Mala imagen para el BBVA empleados como los de la Sucursal de Reina Victoria. Mi felicitación a los de la Calle Orense 17",1.0,ido ped inform gestion plan pension recib herenci primer dich hac sucursal contrat indic inform dan web gestion pued hac cualqui sucursal indic baj diretor apoder ningun 4 trabaj present pod tan siqu inform gestion cual sid sopres 10 minut despues sucursal bbva call orens 17 ayud resuelt tod dud sucursal gestion plan pension atend director apoder diferent gan trabaj trabaj respect mal imag bbva emple sucursal rein victori felicit call orens 17
7480,"Deberían de plantearse el trato al cliente, deja mucho que desear. Parece que te estén perdonando la vida. Un saludo.",1.0,deb plant trat client dej des parec perdon vid salud
7481,"La atención de una de las chicas que trabaja ahí es de no querer trabajar,  la imagen que da es que vas al banco abrir una cuenta de empresa y te preguntan si no prefieres ir a otra sucursal que esté más cerca de tu casa.... que no atienden si no llamas con antelación al teléfono cuando no hay nadie en la oficina.. llame a la de pozuelo del ayuntamiento y ellos si quieren trabajar, esta oficina de boadilla es lo peor",1.0,atencion chic trabaj ahi quer trabaj imag da vas banc abrir cuent empres pregunt si prefier ir sucursal cerc cas atiend si llam antel telefon nadi oficin llam pozuel ayunt si quier trabaj oficin boadill peor
7485,"Absolutamente inoperantes. No tienen el más mínimo interés en solucionar ningún problema que les plantees. Servicio nefasto tanto a nivel de dirección, comercial y caja.",1.0,absolut inoper minim interes solucion ningun problem plant servici nefast nivel direccion comercial caj
7486,"Nunca ha visto que para hablar con el director haya que pedir cita previa, que queden en llamarte para darte audiencia y que parece que no tienen intención. Es comprensible que el director no esté disponible en un determinado momento o día pero queda la impresión de que tiene ""cancerberos"" de pantalla ante los clientes. Y si alguien tiene temas de ""testamentaría"" que se encomiende a las más altas instancias y se rasque el bolsillo por cancelar una cuenta",1.0,nunc vist habl director ped cit previ qued llamart dart audienci parec intencion comprens director dispon determin moment dia qued impresion cancerber pantall client si algui tem testament encomiend altas instanci rasqu bolsill cancel cuent
7489,"Solo para abrir una cuenta, te miran con cara de asco o el tema será por no ser de este pais",1.0,sol abrir cuent mir car asco tem ser pais
7490,"La mujer que trabaja allí es realmente amable y resolvio mis problemas, que en otras oficinas no me habian echo ni el mínimo caso",5.0,muj trabaj alli realment amabl resolvi problem oficin habi echo minim cas
7491,No cogen el teléfono,1.0,cog telefon
7492,"resolvieron mis dudas de una manera amable y paciente, estoy muy contenta con el trato recibido.",3.0,resolv dud maner amabl pacient content trat recib
7493,Imposible contactar con la oficina o el director. Muy mala atención,1.0,impos contact oficin director mal atencion
7494,Un desastre! La directora no se entera de nada y encima cuando no sabe se lo inventa.,1.0,desastr director enter encim sab invent
7495,"Abren tarde, trato borde, el cajero no sirve por lo general, no hay aviso de que no abre en verano.",2.0,abren tard trat bord cajer sirv general avis abre veran
7496,Cerrado a las 9.30 a pesar de que a la entrada pone que abre a las 8.30.,1.0,cerr 9 30 pes entrad pon abre 8 30
7497,"Un desastre total, cuando falta personal como consecuencia falta de servicio para quienes pagamos nuestros intereses religiosamente",1.0,desastr total falt personal consecuent falt servici pag interes religi
7499,"Vuelvo a actualizar esta reseña, ya que la oficina funciona o no dependiendo muchísimo del director/a que pongan, que más o menos los cambian cada año o año y medio.  Para estar en el barrio que está que es Malasaña en el centro de Madrid debería tener muchísimos más recursos de los que tiene. La oficina tiene 3 empleados para los miles de clientes que tiene. Susana y Victoria son adorables, aunque hay días que se nota están muy agobiadas. Normal para el volumen de clientes que hay.  La oficina de Gran Vía está siempre vacía en la parte comercial y esta de calle San Bernardo siempre a tope. No entiendo cómo quien lleva la zona centro no se da cuenta de esto. Con toda la cantidad de clientes que hay y la saturación que tienen sigo sin entender esta falta de recursos. Y los que sobran en la oficina de Gran Via, que tienen comerciales de brazos cruzados por la falta de clientes. ¡Qué los muevan a San Bernardo que hacen falta!  La directora que han puesto ahora es muchísimo mejor que el director anterior. No obstante debería hacer muchísima más presión para que estuviera mejor atendida. El director con el que abrí las cuentas si que era excepcional, Eduardo Ricote. Un profesional resolutivo, organizado y rápido. Es una pena que se lleven los mejores a otros sitios.  En resumen, personal muy simpático pero con mucha falta de recursos por parte de BBVA.",2.0,vuelv actualiz reseñ oficin funcion depend muchisim director pong men cambi cad año año medi barri malasañ centr madr deb ten muchis recurs oficin 3 emple mil client susan victori ador aunqu dias not agobi normal volum client oficin gran via siempr vac part comercial call san bernard siempr top entiend com llev zon centr da cuent tod cantid client satur sig entend falt recurs sobr oficin gran via comercial braz cruz falt client ¡qu muev san bernard hac falt director puest ahor muchisim mejor director anterior obstant deb hac muchisim presion mejor atend director abri cuent si excepcional eduard ricot profesional resolut organiz rap pen llev mejor siti resum personal simpat much falt recurs part bbva
7501,"La pagina dice que la oficina esta abierta de 8h30 a 14:15, pero a las 10:30 estava cerrada, sin ningun aviso. Gracias por el paseo en esta epoca de confinamiento. Porfa cambien su informacion!",1.0,pagin dic oficin abiert 8h30 1415 1030 estav cerr ningun avis graci pase epoc confin porf cambi informacion
7502,"Sólo hay una persona que atiende bien, el resto no sirven para atención al cliente",1.0,sol person atiend bien rest sirv atencion client
7503,"Llevo esperando 1 semana a que me devuelvan 269€. Para cobrar muy rápidos, pero para devolver....",1.0,llev esper 1 seman devuelv 269€ cobr rap devolv
7504,Un desastre!! Y pongo una estrella porque no se puede poner menos!,1.0,desastr pong estrell pued pon men
7506,(Traducido por Google) Muy mal trato al intentar abrir una cuenta bancaria con ellos. No recomendado.  (Original) Very poor treatment when trying to open a bank account with them. Not recommended.,1.0,mal trat intent abrir cuent bancari recomend
7509,"Acudí para solicitar un estudio hipotecario. El primer día todo bien, Susana, la gestora me atendió correctamente -es cercana y amable-, y ya quedamos a la espera de que enviase yo la documentación. A partir de ahí, un desastre. Mails sin respuesta, documentación perdida, cero atención al teléfono, malentendido en el tipo de hipoteca... y ya para rematar una oferta absurda, carísima, con una diferencia con otras sucursales increíbles. Susana quedó conmigo en que iban a revisar mi oferta, y aún sigo esperando a que me llame, de estos hace más de dos semanas. Y sabía que era muy urgente firmar para nosotros. Profesionalmente me parece de una incompetencia nunca vista. Y luego, como trato al consumidor, en un momento tan sensible e importante como este, cero empatía. No responder a los mails ni coger las llamadas es una falta de respeto. En fin... escribo esto para advertir a otros incautos como yo, antes de que pierdan su tiempo.",1.0,acud solicit estudi hipotecari prim dia bien susan gestor atend correct cercan amabl qued esper envi document part ahi desastr mails respuest document perd cer atencion telefon malentend tip hipotec remat ofert absurd carisim diferent sucursal increibl susan qued conmig iban revis ofert aun sig esper llam hac dos seman sab urgent firm profesional parec incompetent nunc vist lueg trat consumidor moment tan sensibl import cer empat respond mails cog llam falt respet fin escrib advert incaut pierd tiemp
7512,"No cogen el teléfono. Cuando lo consigo después de muchos intentos, dejo recado al director y no devuelven la llamada.. En dos días y sigo esperando",1.0,cog telefon consig despues intent dej rec director devuelv llam dos dias sig esper
7513,"Muy comodo banco, buena atencion",4.0,comod banc buen atencion
7514,"Me gusta la atención del director y su compromiso para con los clientes,nada que ver con la mayoria como el de San Nicasio menudo creido.",5.0,gust atencion director compromis client ver mayori san nicasi menud cre
7516,No cogen el teléfono.,1.0,cog telefon
7517,He tratado de comunicarme con la oficina tengo varios días llamando y no responden el teléfono,1.0,trat comunic oficin vari dias llam respond telefon
7519,"He ido esta mañana a pagar una tasa en el cajero. Me ha dado error dos veces y me decía pasar por caja. La mujer de la caja fue muy mal educada. Realmente nunca me habían tratado así, cuando le explico que el cajero da error y que pase por caja... le pedí por favor que me ayudara de alguna forma en el cajero (ya que insinuó que yo estaba haciendo algo mal) para luego decirme que me vaya a otro banco a realizar el trámite.",1.0,ido mañan pag tas cajer dad error dos vec dec pas caj muj caj mal educ realment nunc trat asi explic cajer da error pas caj ped favor ayud algun form cajer insinu hac mal lueg dec vay banc realiz tramit
7520,"The worst customer service I have ever experienced at any Bank, in several countries, in my entire life. Not sure if it's because she hates foreigners, customers, or herself. Go elsewhere. ----- El peor servicio al cliente que he experimentado en cualquier banco, en varios países, en toda mi vida.  No estoy segura de si es porque odia a los extranjeros, a los clientes o ella misma.  Ve a otro lado.",1.0,the worst custom servic i hav ever experienc at any bank in several countri in my entir lif not sur if its becaus she hat foreigners customers or herself go elsewher peor servici client experiment cualqui banc vari pais tod vid segur si odi extranjer client mism ve lad
7521,"Horrible oficina, en una zona popular, pensada para gente del pueblo, es decir, atención insuficiente y deficiente. Los empleados amables, menos alguno de ésos que se nota lleva mil años y tiene el contrato completamente blindado. Los jóvenes mucho mejor. Pero en cualquier caso, no es normal entrar y ver a decenas de personas apiladas, esperando a ser atendidas por una sola persona que directamente desconecta y va a su bola, sin la menor prisa. Evidentemente, entre miles de sucursales, el BBVA se ahorra muchos millones al año a base de racanear empleados. Pero a cambio de su imagen.",1.0,horribl oficin zon popul pens gent puebl dec atencion insuficient deficient emple amabl men algun esos not llev mil años contrat complet blind joven mejor cualqui cas normal entrar ver decen person apil esper ser atend sol person direct desconect va bol menor pris evident mil sucursal bbva ahorr millon año bas racan emple cambi imag
7522,"Decepcionado por una asesora comercial o similar, una mujer de entre unos 40 a 60 años que se ubica en una de las mesas del lado derecho en la parte posterior del banco. Primero, se me acerca y sin presentarse ni saludar se para a un lado mío esperando a que le diga algo (malos modales). Segundo, me cuestiona de por qué tengo más de una cuenta bancaria en el banco sin ser ese el tema por el que fui (intromisión, no consentida de mi parte, en mis finanzas personales). Tercero, con una actitud, nótese bien, acusante y crítica, me indica de que no me estoy identificando correctamente por no tener mi pasaporte en ese momento con el cual tengo mi cuenta registrada (problema de actitud, trato y falta de modales). Quiero resaltar que tenía cualquier otro documento personal mío en ese momento. En resumen: Me dio la impresión de que esta mujer basa su trato en base a las apariencias del cliente lo cual es algo grave a mi parecer y demuestra su falta de educación personal y profesional, por no mencionar la percepción de discriminación que percibí de su parte. Espero esto no quede al aire razón por la que escribo. De todos modos, me quejaré formalmente con el banco por esta persona.",1.0,decepcion asesor comercial simil muj 40 60 años ubic mes lad derech part posterior banc primer acerc present salud lad esper dig mal modal segund cuestion cuent bancari banc ser tem intromision consent part finanz personal tercer actitud notes bien acus critic indic identific correct ten pasaport moment cuent registr problem actitud trat falt modal quier resalt cualqui document personal moment resum dio impresion muj bas trat bas aparient client grav parec demuestr falt educ personal profesional mencion percepcion discrimin percib part esper qued air razon escrib mod quej formal banc person
7523,"Pésimo... Tenía que pagar un impuesto que solo se puede pagar en banco y el horario solo es de 9 a 11. Ayer lo intenté pagar en el cajero y daba error y hoy llego a las 10:15 y cuando me atienden en caja por fin me dice el señor: te lo hago, pero está fuera de hora (eran las 11:03). A todo esto los empleados de mesa bastante ociosos felicitando las fiestas a los clientes y solo uno en caja con 20 personas esperando. Lamentable.",1.0,pesim pag impuest sol pued pag banc horari sol 9 11 ayer intent pag cajer dab error hoy lleg 1015 atiend caj fin dic señor hag hor 1103 emple mes bastant ocios felicit fiest client sol caj 20 person esper lament
7524,"Un suplicio trabajar con esta gente, todo el dia detras de ellos para cualquier cosa y ademas son incapaces de atender via telefono o via mail. Mala atencion, mala gestion, el peor banco con el que trabajado nunca.",1.0,suplici trabaj gent dia detr cualqui cos adem incapac atend via telefon via mail mal atencion mal gestion peor banc trabaj nunc
7526,Una hora diaria de espera para que te atiendan en caja.,1.0,hor diari esper atiend caj
7527,que dean clase de galateo a la empleada muy muy desagradable.,1.0,dean clas galate emple desagrad
7528,"Pesima atención, comisiones exageradas, realizar cualquier gestión resulta problemática etc etc...",1.0,pesim atencion comision exager realiz cualqui gestion result problemat etc etc
7529,"(Traducido por Google) personal grosero, muy decepcionado.  (Original) rude staff, very disappointed.",1.0,personal groser decepcion
7530,"Son unos ""racistas""con las personas que nos son clientes BBVA.Una falta de respeto total,he esperado con mi número de orden en mano media hora a que me llamen.La señora de la caja tenía unas ganas de trabajar tremendas,tardó en atender a un chico 20 minutos y para el colmo,cuando llega mi turno,llaman a una persona que es cliente en vez de a mi.Viene el compañero,que estuvo desayunando seguramente y hace lo mismo,llaman a una sra que llevaba esperando solo 5 minutos, fue la última en llegar.Son unos incompetentes desde mi punto de vista y si no tienen ganas de trabajar que dejen el lugar a la gente que si que tiene ganas de verdad",1.0,racistascon person client bbva falt respet total esper numer orden man medi hor llam señor caj unas gan trabaj tremend tard atend chic 20 minut colm lleg turn llam person client vez vien compañer desayun segur hac mism llam sra llev esper sol 5 minut ultim lleg incompetent punt vist si gan trabaj dej lug gent si gan verd
7531,"Vergonzoso el servicio de esta oficina. Colas interminables, una sola persona atendiendo en caja y si hay dos , no se sabe muy bien que es lo que hace el otro. Deberian chequear la empresa que les provee de internet porque jamas les funciona o tienen algun problema con la conexion que hace que la visita al banco no haya servido para nada ( esto es extrapolable a otras sucursales de este banco). Jamas seria mi banco , pero mi empresa trabaja con ellos y es desesperante",1.0,vergonz servici oficin col intermin sol person atend caj si dos sab bien hac deberi chequ empres prove internet jam funcion algun problem conexion hac visit banc serv extrapol sucursal banc jam seri banc empres trabaj desesper
7532,Desesperante la espera para ser atendida,1.0,desesper esper ser atend
7533,Muy poco servicio para el mucho público q tienen. Y el cajero de ingresos tiene horario de oficina??!!! Ridículo. Lo único positivo es q  los/las empleadas/os son muy amables.,2.0,servici public q cajer ingres horari oficin ridicul unic posit q emple amabl
7535,¿Cita previa para que me gestionen la devolución de un dinero que me han robado? Flipo con la burocracia bancaria,1.0,¿cit previ gestion devolu diner rob flip burocraci bancari
7536,"2 cajas bastante lentas para lo concurrida que es la calle. Un lunes por la mañana estando más de media hora, desde que llegué al menos, con sólo 1 caja abierta. Al final he estado 1h esperando para una gestión de 2mins. Una espera totalmente exagerada. Deberían ser más rápidos y ágiles sabiendo que hay como 20 personas esperando.",2.0,2 caj bastant lent concurr call lun mañan medi hor lleg men sol 1 caj abiert final 1h esper gestion 2mins esper total exager deb ser rap agil sab 20 person esper
7538,"Una sucursal más, bastante gente aunque atienden rápido.",4.0,sucursal bastant gent aunqu atiend rap
7539,Muy concurrido,4.0,concurr
7541,"Atención al cliente nefasta, he tenido muy malas expereriencias, es imposisble hablar con el gestor, no tienen suficiente personal, no contestan a tus preguntas, a veces hasta se confunden y te dan información equivocada sobre sus productos y servicios. Me parece una verguenza que esta sucursal represente a BBVA y me he he planteado muchas veces cambiar de banco por ellos, no puede ser que no confies en tu banco!",1.0,atencion client nefast mal expererient imposisbl habl gestor suficient personal contest pregunt vec confund dan inform equivoc product servici parec verguenz sucursal represent bbva plant much vec cambi banc pued ser confi banc
7542,No tienen servicio de caja.,1.0,servici caj
7543,pésima  atención. me sorprende que un banco con tanta trayectoria permita  que sus empleados manchen su nombre. veo que no soy el único que pone queja entonces deberían de tomarlas en cuenta.,1.0,pesim atencion sorprend banc tant trayectori permit emple manch nombr veo unic pon quej entonc deb tom cuent
7544,"De terror! Para pagar un recibo te dicen que no necesitas turno... llegas allí y te dejan esperando 45’ (literal). Lo mejor, 2 trabajadores trabajando (a su ritmo claro), y otros dos de jijijaja (directora incluida). Siglo XXI y los bancos siguen dando un servicio de del siglo X. Pero el logo nuevo bien bonito eh 😂",1.0,terror pag recib dic necesit turn lleg alli dej esper 45’ literal mejor 2 trabaj trabaj ritm clar dos jijijaj director inclu sigl xxi banc sig dand servici sigl x log nuev bien bonit eh 😂
7545,Son Antipaticos,3.0,antipat
7546,"Si vais a esta oficina, traeros algo de comer porque echáis la mañana para cualquier operación... el personal de caja parece que trabaja a cámara lenta. Es lamentable,esto en otras oficinas no pasa",1.0,si vais oficin traer com echais mañan cualqui oper personal caj parec trabaj cam lent lament oficin pas
7547,El cajero siempre tiene alguna avería,1.0,cajer siempr algun aver
7550,Profesionales,5.0,profesional
7551,"1 cajero y 2 individuos en mesa. El cajero ocupadísimo con una srta que debe de llevar 15 minutos mínimo y debe de ser de algún comercio de alrededor, la srta de la mesa de la entrada hablando con otra clienta de sus hijos, número y edades mientras le hace lo que sea que haya ido a hacer, el del fondo atendiendo tranquilamente. Han recortado obviamente personal y ellos hacen lo mínimo indispensable para no trabajar mucho quizás porque “ no van a hacer ellos el trabajo de el personal que falta”. El cajero con fila de 4 personas. Deberían de plantearse a los clientes que van a esperar ponerles café y sillas.",1.0,1 cajer 2 individu mes cajer ocupadisim srta deb llev 15 minut minim deb ser algun comerci alrededor srta mes entrad habl client hij numer edad mientr hac ido hac fond atend tranquil recort obvi personal hac minim indispens trabaj quizas “ van hac trabaj personal falta” cajer fil 4 person deb plant client van esper pon caf sill
7553,"Soy cliente de BBVA, específicamente de esta agencia. Y NO LES RECOMIENDO PARA NADA. Les cuento mi experiencia y sacáis vuestras propias conclusiones.  Pésimo servicio, pésima atención, y una muy, pero que muy mala gestión en cuanto a atención al cliente.  Hace aproximadamente 1 mes, hice una transferencia internacional a través de la plataforma de BBVA, en ningún momento me saltó ningún error, todo lo contrario, en principio todo fantástico, he pagado todas las taxas correspondientes, he completado todos los pasos y finalmente tenía un resguardo de la transferencia.  Pasado 3 días, la empresa al cual había hecho  el pago me llamó  para comunicarme que la transferencia no les había llegado.  Imediatamente llamé al BBVA, me facilitaron un segundo resguardo. Lo envíe la empresa y sencillamente no se podía localizar el pago a través del justificante emitido por el PROPIO BBVA.  Simplesmente, el dinero había DESAPARECIDO. El BBVA  NO SABIA informarme que era lo que había pasado y/o en dónde estaba el dinero. Después de dos largas semanas de una odisea interminable con el Banco y una muy mala gestión por parte de ellos, me hicieron un reembolso, DEL 40% MENOS de la cuantía que correspondía. Obviamente, estoy indignado con esta institución. Finalmente, he abierto una incidencia a través del sistema, que hasta la fecha NINGUNA respuesta.  Sinceramente, si estáis buscando un banco, pensáis dos veces si queréis estar en una institución que trata a sus clientes de la peor forma posible y peor aún, son “magos” hacen tu dinero desaparecer.",1.0,client bbva especif agenci recom cuent experient sac propi conclusion pesim servici pesim atencion mal gestion cuant atencion client hac aproxim 1 mes hic transferent internacional traves plataform bbva ningun moment salt ningun error contrari principi fantast pag tod tax correspondient complet pas final resguard transferent pas 3 dias empres hech pag llam comunic transferent lleg imediat llam bbva facilit segund resguard envi empres sencill pod localiz pag traves justif emit propi bbva simples diner desaparec bbva sabi inform pas dond diner despues dos larg seman odise intermin banc mal gestion part hic reembols 40 men cuant correspond obvi indign institu final abiert incident traves sistem fech ningun respuest sincer si busc banc pens dos vec si quer institu trat client peor form posibl peor aun “magos” hac diner desaparec
7554,El servicio más lento del mundo,1.0,servici lent mund
7555,Lo de no coger el teléfono va a ser verdad...,1.0,cog telefon va ser verd
7556,"Tremenda falta de respeto y de profesionalidad... desde las 10 d la mañana esperando para cobrar un cheque para decirme a las 11:50 que ya sabían como hacerlo pero que ya la caja cerró a las 11:30, que fuera otro día 🤦‍♀️🤬",1.0,tremend falt respet profesional 10 d mañan esper cobr chequ dec 1150 sab hac caj cerr 1130 dia 🤦‍♀️🤬
7557,"Como no contestan el teléfono, estuve esta mañana para pedir información sobre planes de pensiones, la chica no sabía nada de nada, ni comisiones, ni en que invierten, así se lo hice saber y poco menos que me echó de allí. Lo mejor que se puede hacer es cerrar todas las cuentas de esa sucursal.",1.0,contest telefon mañan ped inform plan pension chic sab comision inviert asi hic sab men echo alli mejor pued hac cerr tod cuent sucursal
7558,"La mujer que trabaja en vuestra oficina es una borde y maleducada, además de ser incompetente en su trabajo!! Ni contesta al teléfono ni a los correos. Muy mala gestión!!",1.0,muj trabaj oficin bord maleduc ademas ser incompetent trabaj contest telefon corre mal gestion
7559,"Colas interminables, caras antipáticas... Un horror de espera...",1.0,col intermin car antipat horror esper
7560,"No cogen el teléfono, no se para que tienen un numero de contacto",1.0,cog telefon numer contact
7561,Me siento  estafada!!!  Muy mal servicio !!! Prefieren perder clientes  que ofrecer una solucion a unas comisiones desorbitadas  de 163 y 17 euros por mantenimiento de cuenta !!!  No pienso  volver a esta sucursal y que sepan q me cambio de banco yo y  todos  mis conocidos!!!!,1.0,sient estaf mal servici prefier perd client ofrec solucion unas comision desorbit 163 17 eur manten cuent piens volv sucursal sep q cambi banc conoc
7562,Suele tardar demasiado debido a la colas inmensas... sinceramente podrian mejorar sus prestaciones,1.0,suel tard demasi deb col inmens sincer podri mejor prestacion
7563,"Me he acercado a esta oficina a realizar el pago de la renta. Después de esperar 30 min de cola porque solo una de las dos cajas estaba abierta el señor que me ha atendido me indica que no es posible realizar correctamente el pago porque me faltaba un papel que justifique el ingreso. Sorprendido regreso a revisar en casa la documentación y me doy cuenta de que el papel estaba entre los que he llevado.  Conclusión: tiempo perdido para una gestión básica y despachado por un  empleado muy poco profesional con modos de funcionario de los malos. Se sorprenderán cuando les sustituyan por máquinas.  Desconozco el nombre del señor, pero rondará los 50 y tiene barba.",1.0,acerc oficin realiz pag rent despues esper 30 min col sol dos caj abiert señor atend indic posibl realiz correct pag falt papel justifiqu ingres sorprend regres revis cas document doy cuent papel llev conclusion tiemp perd gestion basic despach emple profesional mod funcionari mal sorprend sustitu maquin desconozc nombr señor rond 50 barb
7564,Banco funcional en un ambiente agradable para retiros de efectivo.,3.0,banc funcional ambient agrad retir efect
